"CountryCode","SeriesCode","DESCRIPTION",
"ROU","TM.TAX.TCOM.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","TM.TAX.TCOM.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","TM.TAX.TCOM.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","TM.TAX.TCOM.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","TM.TAX.TCOM.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","TM.TAX.TCOM.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","TM.TAX.TCOM.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","TM.TAX.TCOM.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","SM.POP.REFG","UNHCR estimate based on the arrival of refugees and asylum-seeker recognition over a 10-year period ending with the reporting year. The data source and definition for the years prior to 2004 is unclear.",
"ROU","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2016 are based on reports provided by the country. Short-term debt for 2016 is sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).",
"RUS","SH.XPD.PCAP","Changes for per capita values are due to fluctuations in the US$ exchange rates.",
"RUS","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"RUS","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"RUS","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"RUS","SG.NOD.CONS","There is no nondiscrimination provision.",
"RUS","CM.MKT.TRNR","Method of calculation: Total domestic value of share trading of Moscow Exchange and MICEX divided by the total domestic market capitalization of the two exchanges.",
"RUS","IT.CEL.SETS","General State Supervisory Department for Communications. Ministry of Posts and Telecommunications. From 2005: Ministry for Information Technologies and Communications.",
"RUS","IT.CEL.SETS.P2","General State Supervisory Department for Communications. Ministry of Posts and Telecommunications. From 2005: Ministry for Information Technologies and Communications.",
"RUS","IT.MLT.MAIN","General State Supervisory Department for Communications. Ministry of Posts and Telecommunications. From 2005: Ministry for Information Technologies and Communications.",
"RUS","IT.MLT.MAIN.P2","General State Supervisory Department for Communications. Ministry of Posts and Telecommunications. From 2005: Ministry for Information Technologies and Communications.",
"RUS","IT.NET.BBND","General State Supervisory Department for Communications. Ministry of Posts and Telecommunications. From 2005: Ministry for Information Technologies and Communications.",
"RUS","IT.NET.BBND.P2","General State Supervisory Department for Communications. Ministry of Posts and Telecommunications. From 2005: Ministry for Information Technologies and Communications.",
"RUS","IT.NET.USER.ZS","General State Supervisory Department for Communications. Ministry of Posts and Telecommunications. From 2005: Ministry for Information Technologies and Communications.",
"RUS","SP.POP.GROW","Data sources : Russian Federation Federal State Statistics Service (its January 1st populations were adjusted to mid-year populations by using geometric mean), 1979 Census, 1989 Census.",
"RUS","SM.POP.NETM","Data sources : United Nations World Population Prospects",
"RUS","SP.DYN.TFRT.IN","Data sources : Eurostat, Russian Federation Federal State Statistics Service, TransMonEE",
"RUS","SP.DYN.CBRT.IN","Data sources : Russian Federation Federal State Statistics Service, United Nations World Population Prospects",
"RUS","SP.DYN.CDRT.IN","Data sources : Russian Federation Federal State Statistics Service, United Nations World Population Prospects",
"RUS","SP.DYN.AMRT.FE","Data source : Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"RUS","SP.DYN.AMRT.MA","Data source : Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"RUS","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"RUS","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"RUS","DT.DOD.DECT.CD","Long-term public and publicly guaranteed, long-term private nonguaranteed and short-term debt data for 2016 are World Bank staff estimates based on reports provided by the country.",
"RUS","SP.POP.TOTL","Data sources : Russian Federation Federal State Statistics Service (its January 1st populations were adjusted to mid-year populations by using geometric mean), 1979 Census, 1989 Census.",
"RUS","SP.DYN.LE00.FE.IN","Data sources : Eurostat, Russian Federation Federal State Statistics Service, United Nations World Population Prospects, TransMonEE",
"RUS","SP.DYN.LE00.MA.IN","Data sources : Eurostat, Russian Federation Federal State Statistics Service, United Nations World Population Prospects, TransMonEE",
"RWA","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"RWA","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"RWA","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"RWA","IT.CEL.SETS","Until 2002: Société Rwandaise des Télécommunications. Rwanda Information Technology Authority. Rwanda Utilities Regulatory Agency",
"RWA","IT.CEL.SETS.P2","Until 2002: Société Rwandaise des Télécommunications. Rwanda Information Technology Authority. Rwanda Utilities Regulatory Agency",
"RWA","IT.MLT.MAIN","Until 2002: Société Rwandaise des Télécommunications. Rwanda Information Technology Authority. Rwanda Utilities Regulatory Agency",
"RWA","IT.MLT.MAIN.P2","Until 2002: Société Rwandaise des Télécommunications. Rwanda Information Technology Authority. Rwanda Utilities Regulatory Agency",
"RWA","IT.NET.BBND","Until 2002: Société Rwandaise des Télécommunications. Rwanda Information Technology Authority. Rwanda Utilities Regulatory Agency",
"RWA","IT.NET.BBND.P2","Until 2002: Société Rwandaise des Télécommunications. Rwanda Information Technology Authority. Rwanda Utilities Regulatory Agency",
"RWA","IT.NET.USER.ZS","Until 2002: Société Rwandaise des Télécommunications. Rwanda Information Technology Authority. Rwanda Utilities Regulatory Agency",
"RWA","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"RWA","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"RWA","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
"RWA","SP.DYN.AMRT.FE","Data source : United Nations World Population Prospects",
"RWA","SP.DYN.AMRT.MA","Data source : United Nations World Population Prospects",
"RWA","SM.POP.NETM","Data sources : United Nations World Population Prospects",
"RWA","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"RWA","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"RWA","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"RWA","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"RWA","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"RWA","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"RWA","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2016 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2016 is sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds). Data include the effects of HIPC and MDRI debt relief.",
"SAS","SH.H2O.SMDW.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"SAS","SH.H2O.SMDW.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"SAS","SH.H2O.SMDW.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"SAS","SH.STA.SMSS.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"SAS","SH.STA.SMSS.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"SAS","SH.STA.SMSS.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"SAU","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"SAU","IT.CEL.SETS","Saudi Telecommunications Company. From 2005: Communication and Information Technology Commission.",
"SAU","IT.CEL.SETS.P2","Saudi Telecommunications Company. From 2005: Communication and Information Technology Commission.",
"SAU","IT.MLT.MAIN","Saudi Telecommunications Company. From 2005: Communication and Information Technology Commission.",
"SAU","IT.MLT.MAIN.P2","Saudi Telecommunications Company. From 2005: Communication and Information Technology Commission.",
"SAU","IT.NET.BBND","Saudi Telecommunications Company. From 2005: Communication and Information Technology Commission.",
"SAU","IT.NET.BBND.P2","Saudi Telecommunications Company. From 2005: Communication and Information Technology Commission.",
"SAU","IT.NET.USER.ZS","Saudi Telecommunications Company. From 2005: Communication and Information Technology Commission.",
"SAU","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"SAU","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"SAU","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"SAU","SG.NOD.CONS","There is no nondiscrimination provision.",
"SAU","SM.POP.NETM","Data sources : United Nations World Population Prospects",
"SAU","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"SAU","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"SAU","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"SAU","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"SAU","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"SAU","SP.DYN.AMRT.FE","Data source : United Nations World Population Prospects",
"SAU","SP.DYN.AMRT.MA","Data source : United Nations World Population Prospects",
"SAU","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
"SAU","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"SAU","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"SAU","SM.POP.REFG","Figures since 2001 includes some 240,000 Palestinians who were not reported prior to 2001.",
"SDN","IT.CEL.SETS","Sudan Telecommunications Company Ltd. (Sudatel). From 2003: National Telecommunication Corporation (NTC).",
"SDN","IT.CEL.SETS.P2","Sudan Telecommunications Company Ltd. (Sudatel). From 2003: National Telecommunication Corporation (NTC).",
"SDN","IT.MLT.MAIN","Sudan Telecommunications Company Ltd. (Sudatel). From 2003: National Telecommunication Corporation (NTC).",
"SDN","IT.MLT.MAIN.P2","Sudan Telecommunications Company Ltd. (Sudatel). From 2003: National Telecommunication Corporation (NTC).",
"SDN","IT.NET.BBND","Sudan Telecommunications Company Ltd. (Sudatel). From 2003: National Telecommunication Corporation (NTC).",
"SDN","IT.NET.BBND.P2","Sudan Telecommunications Company Ltd. (Sudatel). From 2003: National Telecommunication Corporation (NTC).",
"SDN","IT.NET.USER.ZS","Sudan Telecommunications Company Ltd. (Sudatel). From 2003: National Telecommunication Corporation (NTC).",
"SDN","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"SDN","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"SDN","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"SDN","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects. Estimates are for Sudan excluding South Sudan.",
"SDN","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects. Estimates are for Sudan excluding South Sudan.",
"SDN","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects. Estimates are for Sudan excluding South Sudan.",
"SDN","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects. Estimates are for Sudan excluding South Sudan.",
"SDN","SP.POP.GROW","Data sources : United Nations World Population Prospects. Estimates are for Sudan excluding South Sudan.",
"SDN","SP.POP.TOTL","Data sources : United Nations World Population Prospects. Estimates are for Sudan excluding South Sudan.",
"SDN","SE.ADT.1524.LT.FE.ZS","Excludes South Sudan",
"SDN","SE.ADT.1524.LT.FM.ZS","Excludes South Sudan",
"SDN","SE.ADT.1524.LT.MA.ZS","Excludes South Sudan",
"SDN","SE.ADT.1524.LT.ZS","Excludes South Sudan",
"SDN","SE.ADT.LITR.FE.ZS","Excludes South Sudan",
"SDN","SE.ADT.LITR.MA.ZS","Excludes South Sudan",
"SDN","SE.ADT.LITR.ZS","Excludes South Sudan",
"SDN","SE.COM.DURS","Excludes South Sudan",
"SDN","SE.ENR.PRIM.FM.ZS","Excludes South Sudan",
"SDN","SE.ENR.PRSC.FM.ZS","Excludes South Sudan",
"SDN","SE.ENR.SECO.FM.ZS","Excludes South Sudan",
"SDN","SE.ENR.TERT.FM.ZS","Excludes South Sudan",
"SDN","SE.PRE.DURS","Excludes South Sudan",
"SDN","SE.PRE.ENRL.TC.ZS","Excludes South Sudan",
"SDN","SE.PRE.ENRR","Excludes South Sudan",
"SDN","SE.PRE.ENRR.FE","Excludes South Sudan",
"SDN","SE.PRE.ENRR.MA","Excludes South Sudan",
"SDN","SE.PRE.TCAQ.FE.ZS","Excludes South Sudan",
"SDN","SE.PRE.TCAQ.MA.ZS","Excludes South Sudan",
"SDN","SE.PRE.TCAQ.ZS","Excludes South Sudan",
"SDN","SE.PRM.AGES","Excludes South Sudan",
"SDN","SE.PRM.CMPT.FE.ZS","Excludes South Sudan",
"SDN","SE.PRM.CMPT.MA.ZS","Excludes South Sudan",
"SDN","SE.PRM.CMPT.ZS","Excludes South Sudan",
"SDN","SE.PRM.DURS","Excludes South Sudan",
"SDN","SE.PRM.ENRL","Excludes South Sudan",
"SDN","SE.PRM.ENRL.FE.ZS","Excludes South Sudan",
"SDN","SE.PRM.ENRL.TC.ZS","Excludes South Sudan",
"SDN","SE.PRM.ENRR","Excludes South Sudan",
"SDN","SE.PRM.ENRR.FE","Excludes South Sudan",
"SDN","SE.PRM.ENRR.MA","Excludes South Sudan",
"SDN","SE.PRM.GINT.FE.ZS","Excludes South Sudan",
"SDN","SE.PRM.GINT.MA.ZS","Excludes South Sudan",
"SDN","SE.PRM.GINT.ZS","Excludes South Sudan",
"SDN","SE.PRM.NENR","Excludes South Sudan",
"SDN","SE.PRM.NENR.FE","Excludes South Sudan",
"SDN","SE.PRM.NENR.MA","Excludes South Sudan",
"SDN","SE.PRM.OENR.FE.ZS","Excludes South Sudan",
"SDN","SE.PRM.OENR.MA.ZS","Excludes South Sudan",
"SDN","SE.PRM.OENR.ZS","Excludes South Sudan",
"SDN","SE.PRM.PRIV.ZS","Excludes South Sudan",
"SDN","SE.PRM.PRS5.FE.ZS","Excludes South Sudan",
"SDN","SE.PRM.PRS5.MA.ZS","Excludes South Sudan",
"SDN","SE.PRM.PRS5.ZS","Excludes South Sudan",
"SDN","SE.PRM.PRSL.FE.ZS","Excludes South Sudan",
"SDN","SE.PRM.PRSL.MA.ZS","Excludes South Sudan",
"SDN","SE.PRM.PRSL.ZS","Excludes South Sudan",
"SDN","SE.PRM.REPT.FE.ZS","Excludes South Sudan",
"SDN","SE.PRM.REPT.MA.ZS","Excludes South Sudan",
"SDN","SE.PRM.REPT.ZS","Excludes South Sudan",
"SDN","SE.PRM.TCAQ.FE.ZS","Excludes South Sudan",
"SDN","SE.PRM.TCAQ.MA.ZS","Excludes South Sudan",
"SDN","SE.PRM.TCAQ.ZS","Excludes South Sudan",
"SDN","SE.PRM.TCHR","Excludes South Sudan",
"SDN","SE.PRM.TCHR.FE.ZS","Excludes South Sudan",
"SDN","SE.PRM.TENR","Excludes South Sudan",
"SDN","SE.PRM.TENR.FE","Excludes South Sudan",
"SDN","SE.PRM.TENR.MA","Excludes South Sudan",
"SDN","SE.PRM.UNER","Excludes South Sudan",
"SDN","SE.PRM.UNER.FE","Excludes South Sudan",
"SDN","SE.PRM.UNER.FE.ZS","Excludes South Sudan",
"SDN","SE.PRM.UNER.MA","Excludes South Sudan",
"SDN","SE.PRM.UNER.MA.ZS","Excludes South Sudan",
"SDN","SE.PRM.UNER.ZS","Excludes South Sudan",
"SDN","SE.SEC.AGES","Excludes South Sudan",
"SDN","SE.SEC.CMPT.LO.FE.ZS","Excludes South Sudan",
"SDN","SE.SEC.CMPT.LO.MA.ZS","Excludes South Sudan",
"SDN","SE.SEC.CMPT.LO.ZS","Excludes South Sudan",
"SDN","SE.SEC.DURS","Excludes South Sudan",
"SDN","SE.SEC.ENRL","Excludes South Sudan",
"SDN","SE.SEC.ENRL.FE.ZS","Excludes South Sudan",
"SDN","SE.SEC.ENRL.GC","Excludes South Sudan",
"SDN","SE.SEC.ENRL.GC.FE.ZS","Excludes South Sudan",
"SDN","SE.SEC.ENRL.TC.ZS","Excludes South Sudan",
"SDN","SE.SEC.ENRL.UP.TC.ZS","Excludes South Sudan",
"SDN","SE.SEC.ENRL.VO","Excludes South Sudan",
"SDN","SE.SEC.ENRL.VO.FE.ZS","Excludes South Sudan",
"SDN","SE.SEC.ENRR","Excludes South Sudan",
"SDN","SE.SEC.ENRR.FE","Excludes South Sudan",
"SDN","SE.SEC.ENRR.MA","Excludes South Sudan",
"SDN","SE.SEC.PRIV.ZS","Excludes South Sudan",
"SDN","SE.SEC.PROG.FE.ZS","Excludes South Sudan",
"SDN","SE.SEC.PROG.MA.ZS","Excludes South Sudan",
"SDN","SE.SEC.PROG.ZS","Excludes South Sudan",
"SDN","SE.SEC.TCAQ.FE.ZS","Excludes South Sudan",
"SDN","SE.SEC.TCAQ.MA.ZS","Excludes South Sudan",
"SDN","SE.SEC.TCAQ.UP.FE.ZS","Excludes South Sudan",
"SDN","SE.SEC.TCAQ.UP.MA.ZS","Excludes South Sudan",
"SDN","SE.SEC.TCAQ.UP.ZS","Excludes South Sudan",
"SDN","SE.SEC.TCAQ.ZS","Excludes South Sudan",
"SDN","SE.SEC.TCHR","Excludes South Sudan",
"SDN","SE.SEC.TCHR.FE","Excludes South Sudan",
"SDN","SE.SEC.TCHR.FE.ZS","Excludes South Sudan",
"SDN","SE.SEC.UNER.LO.FE.ZS","Excludes South Sudan",
"SDN","SE.SEC.UNER.LO.MA.ZS","Excludes South Sudan",
"SDN","SE.SEC.UNER.LO.ZS","Excludes South Sudan",
"SDN","SE.TER.ENRL.TC.ZS","Excludes South Sudan",
"SDN","SE.TER.ENRR","Excludes South Sudan",
"SDN","SE.TER.ENRR.FE","Excludes South Sudan",
"SDN","SE.TER.ENRR.MA","Excludes South Sudan",
"SDN","SE.TER.TCHR.FE.ZS","Excludes South Sudan",
"SDN","SE.XPD.TOTL.GB.ZS","Excludes South Sudan",
"SDN","SE.XPD.TOTL.GD.ZS","Excludes South Sudan",
"SDN","SP.DYN.AMRT.FE","Data source : United Nations World Population Prospects. Estimates are for Sudan excluding South Sudan.",
"SDN","SP.DYN.AMRT.MA","Data source : United Nations World Population Prospects. Estimates are for Sudan excluding South Sudan.",
"SDN","EN.URB.LCTY","Excludes South Sudan.",
"SDN","EN.URB.LCTY.UR.ZS","Excludes South Sudan.",
"SDN","EN.URB.MCTY","Excludes South Sudan.",
"SDN","EN.URB.MCTY.TL.ZS","Excludes South Sudan.",
"SDN","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
"SDN","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects. Estimates are for Sudan excluding South Sudan.",
"SDN","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2016 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2016 is based on data from the BIS.",
"SEN","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"SEN","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"SEN","IT.CEL.SETS","Société Nationale des Télécommunications du Sénégal (SONATEL). From 2004: Agence de Régulation des Télécommunications.",
"SEN","IT.CEL.SETS.P2","Société Nationale des Télécommunications du Sénégal (SONATEL). From 2004: Agence de Régulation des Télécommunications.",
"SEN","IT.MLT.MAIN","Société Nationale des Télécommunications du Sénégal (SONATEL). From 2004: Agence de Régulation des Télécommunications.",
"SEN","IT.MLT.MAIN.P2","Société Nationale des Télécommunications du Sénégal (SONATEL). From 2004: Agence de Régulation des Télécommunications.",
"SEN","IT.NET.BBND","Société Nationale des Télécommunications du Sénégal (SONATEL). From 2004: Agence de Régulation des Télécommunications.",
"SEN","IT.NET.BBND.P2","Société Nationale des Télécommunications du Sénégal (SONATEL). From 2004: Agence de Régulation des Télécommunications.",
"SEN","IT.NET.USER.ZS","Société Nationale des Télécommunications du Sénégal (SONATEL). From 2004: Agence de Régulation des Télécommunications.",
"SEN","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"SEN","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"SEN","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
"SEN","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"SEN","SP.DYN.AMRT.FE","Data source : United Nations World Population Prospects",
"SEN","SP.DYN.AMRT.MA","Data source : United Nations World Population Prospects",
"SEN","SM.POP.NETM","Data sources : United Nations World Population Prospects",
"SEN","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"SEN","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"SEN","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"SEN","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"SEN","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"SEN","DT.DOD.DECT.CD","Long-term public and publicly guaranteed, long-term private nonguaranteed, and short-term debt data for 2016 are based on reports provided by the country. Data include the effects of Paris Club debt restructuring agreement and HIPC and MDRI debt relief.",
"SEN","SH.XPD.PUBL","Revision of the General Government Expenditure series can explain changes in public expenditure ratios.",
"SEN","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"SGP","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"SGP","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"SGP","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"SGP","SP.POP.GROW","Data sources: Department of Statistics Singapore",
"SGP","IT.CEL.SETS","Infocomm Development Authority of Singapore (IDA).",
"SGP","IT.CEL.SETS.P2","Infocomm Development Authority of Singapore (IDA).",
"SGP","IT.MLT.MAIN","Infocomm Development Authority of Singapore (IDA).",
"SGP","IT.MLT.MAIN.P2","Infocomm Development Authority of Singapore (IDA).",
"SGP","IT.NET.BBND","Infocomm Development Authority of Singapore (IDA).",
"SGP","IT.NET.BBND.P2","Infocomm Development Authority of Singapore (IDA).",
"SGP","IT.NET.USER.ZS","Infocomm Development Authority of Singapore (IDA).",
"SGP","SP.DYN.LE00.FE.IN","Data sources : Department of Statistics Singapore, United Nations World Population Prospects",
"SGP","SP.DYN.LE00.MA.IN","Data sources : Department of Statistics Singapore, United Nations World Population Prospects",
"SGP","SP.DYN.AMRT.FE","Data source : United Nations World Population Prospects",
"SGP","SP.DYN.AMRT.MA","Data source : United Nations World Population Prospects",
"SGP","SP.DYN.CBRT.IN","Data sources : Department of Statistics Singapore",
"SGP","SP.DYN.CDRT.IN","Data sources : Department of Statistics Singapore",
"SGP","SP.DYN.TFRT.IN","Data sources : Department of Statistics Singapore",
"SGP","SM.POP.NETM","Data sources : United Nations World Population Prospects",
"SGP","SP.POP.TOTL","Data sources : Department of Statistics Singapore",
"SGP","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"SGP","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"SGP","SG.GEN.PARL.ZS","The parliament convened on 2 November 2006 following the elections held in May. Nine members are yet to be appointed to the parliament.",
"SLB","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"SLB","IT.CEL.SETS","Solomon Telekom Company Ltd..",
"SLB","IT.CEL.SETS.P2","Solomon Telekom Company Ltd..",
"SLB","IT.MLT.MAIN","Solomon Telekom Company Ltd..",
"SLB","IT.MLT.MAIN.P2","Solomon Telekom Company Ltd..",
"SLB","IT.NET.BBND","Solomon Telekom Company Ltd..",
"SLB","IT.NET.BBND.P2","Solomon Telekom Company Ltd..",
"SLB","IT.NET.USER.ZS","Solomon Telekom Company Ltd..",
"SLB","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"SLB","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"SLB","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"SLB","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"SLB","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"SLB","SP.DYN.AMRT.FE","Data source : United Nations World Population Prospects",
"SLB","SP.DYN.AMRT.MA","Data source : United Nations World Population Prospects",
"SLB","SM.POP.NETM","Data sources : United Nations World Population Prospects",
"SLB","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"SLB","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"SLB","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"SLB","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"SLB","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"SLB","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt and long-term private nonguaranteed debt data for 2016 are based on reports provided by the country. Short-term debt data for 2016 is sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).",
"SLB","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"SLE","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"SLE","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"SLE","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"SLE","IT.CEL.SETS","Sierra Leone Telecommunications Company (SIERRATEL).",
"SLE","IT.CEL.SETS.P2","Sierra Leone Telecommunications Company (SIERRATEL).",
"SLE","IT.MLT.MAIN","Sierra Leone Telecommunications Company (SIERRATEL).",
"SLE","IT.MLT.MAIN.P2","Sierra Leone Telecommunications Company (SIERRATEL).",
"SLE","IT.NET.BBND","Sierra Leone Telecommunications Company (SIERRATEL).",
"SLE","IT.NET.BBND.P2","Sierra Leone Telecommunications Company (SIERRATEL).",
"SLE","IT.NET.USER.ZS","Sierra Leone Telecommunications Company (SIERRATEL).",
"SLE","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"SLE","SM.POP.NETM","Data sources : United Nations World Population Prospects",
"SLE","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"SLE","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
